Date,Account_Number,Amount,Description
2024-08-12,XWLO05893179328605,1450.9,shopping
2024-07-03,GHPJ98275589045012,1066.23,dining
2023-12-21,FTHI66576965887007,1952.55,donations
2024-06-08,MONN42907062707244,1287.71,groceries
2024-12-15,THRC12776686147802,1309.77,health_and_fitness
2024-12-20,KLOX18686336175872,829.69,insurance
2024-10-27,MYXY56682092376654,1730.06,shopping
2024-08-14,QTRR75662484606084,1231.97,entertainment
2024-05-21,LBRZ46864923911435,131.86,utilities
2024-04-19,JZDG30026677880004,1327.63,education
2024-07-05,OXUS52302903047045,1043.74,health_and_fitness
2024-03-03,WQEC88370399926343,607.36,donations
2024-08-27,BWCG60073167095455,1745.37,home_improvement
2024-09-14,NKCM34451674526423,366.84,utilities
2024-01-31,WQKW91373990126971,1377.62,insurance
2024-02-27,KQYZ58035417002883,312.85,dining
2024-02-09,XDGG66415433086507,1248.12,dining
2024-04-01,IYPT53256643831366,657.72,entertainment
2024-08-28,WFAM85917989793816,1569.61,health_and_fitness
2024-02-19,HXNT37542407617363,1486.71,health_and_fitness
2024-07-12,CZVU27407450942524,1597.46,home_improvement
2024-04-04,KUVW85199568223174,856.17,misc
2024-02-19,ENLU98037812684652,37.64,shopping
2024-09-25,JRGY60490353330764,1794.31,misc
2024-04-19,CVOC44537603332675,1869.16,home_improvement
2024-10-10,GBDG67157135781355,1936.45,business
2024-12-16,KGGZ44126000812809,122.86,insurance
2024-11-13,XYZZ50087636963825,381.69,insurance
2024-09-21,HBZR31929787808318,1210.86,subscriptions
2024-10-23,COAR20404041673642,657.62,entertainment
2024-08-01,VTWH25773249982635,1191.02,travel
2024-05-02,YBYL00195655746144,1202.66,education
2024-10-20,XPNX48384970350605,1086.87,travel
2024-05-22,SBUQ81379505755537,1065.48,health_and_fitness
2024-08-09,DOPI23819966488826,1475.01,transportation
2024-08-09,LZSF04901486519699,829.04,travel
2024-05-22,CZWV68758981692224,1744.14,travel
2024-08-25,FDVC21063546871472,1177.0,health_and_fitness
2023-12-25,OMLH02048187287512,73.62,shopping
2024-04-01,GFAL22349052660166,1052.86,groceries
2024-07-06,GVVO24263194387331,1208.56,travel
2024-10-03,JWLR81826112287655,333.97,health_and_fitness
2024-12-11,YZWE52894164162034,988.0,insurance
2024-05-21,JVNS89820490547386,1074.51,insurance
2024-03-09,GBFL51373925790703,1588.2,misc
2024-12-09,SQMW05263466717612,115.04,travel
2024-11-01,JUUN22296258870005,269.22,transportation
2024-02-24,LPZB43401246286572,365.93,home_improvement
2024-09-30,PKJT19584000053766,1620.77,groceries
2024-11-20,PUJB04152209941739,1603.02,entertainment
2024-06-20,XMCU70311803975689,1499.42,home_improvement
2023-12-25,SUFU31999317589329,621.23,entertainment
2024-11-21,JNGT74390132334945,533.89,business
2024-03-23,OWHX90582247104605,1885.87,subscriptions
2024-01-25,KNTH48779265843287,293.68,misc
2024-09-17,RJUT97004812788766,1849.23,travel
2024-03-25,AXFM91560644828302,1021.86,misc
2024-11-12,UAGO31394006141568,1314.97,insurance
2024-06-27,GQGO36089223931734,1419.27,groceries
2024-10-20,GXVC80636551591127,1319.28,groceries
2024-05-31,LKUA02549247055342,720.45,transportation
2024-08-26,DITM09167590327779,1037.91,business
2024-05-30,WOWI65684688013260,980.5,home_improvement
2024-07-11,FTEI64848695265839,721.34,donations
2024-09-01,HUCF23102556979708,1387.52,misc
2024-11-08,TWZF65633597344829,151.35,utilities
2024-05-28,LHHW47985800873903,59.36,transportation
2024-01-17,QUQU39585436895909,1862.7,subscriptions
2024-09-29,IIGO63733089427886,347.2,utilities
2024-06-02,ZRXF99434193829681,602.6,business
2024-08-01,DXIC13688778351264,610.84,transportation
2024-03-15,PAEG54559698036648,1442.8,utilities
2024-02-29,VBSQ67694957612754,346.66,health_and_fitness
2024-04-13,LFJY65075445895490,1317.12,travel
2024-05-17,CGDJ80240142117494,658.28,donations
2024-02-28,XUSL09641833361792,280.63,entertainment
2024-08-27,SISE93621323567732,130.73,business
2024-09-08,RZDL75947883930388,1738.59,subscriptions
2024-12-13,OGLE39231633343932,1275.57,dining
2024-09-19,XWZG92736817770650,783.97,entertainment
2024-04-16,WHOX05829854027824,370.14,transportation
2024-04-14,BLFG98645078975844,1324.72,donations
2024-02-22,VJTV59574686317089,995.56,utilities
2024-07-03,BEVC98190659124941,481.07,business
2024-12-09,IISR47063618896622,399.55,subscriptions
2024-10-24,BYBC53939118070603,1229.66,transportation
2024-02-14,GIQL91252864279626,1306.46,donations
2024-08-18,WTHP62468551886461,1961.83,dining
2024-03-11,MDIF24166756125389,521.65,travel
2024-09-28,ABCH83785903355826,430.91,education
2024-06-14,XEIN15226205608728,352.94,shopping
2024-12-12,ZEYA64528987650868,1792.4,home_improvement
2024-02-16,GNPT17162418785413,1421.23,donations
2024-02-25,HAGG25475142498182,143.9,home_improvement
2024-11-12,ESEP87792443911306,773.13,home_improvement
2024-02-15,UZIB96523844905072,265.07,home_improvement
2024-12-17,WSNJ26611579272794,574.19,home_improvement
2024-07-03,KQOL31830362725823,287.5,groceries
2024-09-30,NQSZ36230101477954,475.26,education
2024-01-20,SGZP57854571934145,1018.46,home_improvement
2024-11-15,TYMA68910969484369,559.12,donations
2024-07-29,OKBN83150168993682,645.5,business
2024-06-18,ZMIU10682782736547,830.48,subscriptions
2024-11-29,IKSD85190664187306,1962.56,insurance
2024-08-27,IAWQ35097308858555,941.4,utilities
2024-11-13,LJEZ60227354797741,737.84,business
2024-02-22,QFPZ00456118642758,487.66,dining
2024-05-26,SAVR20875947196160,199.44,dining
2024-07-09,MGWZ53072627272580,1832.81,donations
2024-07-04,VCHO37532112115489,1704.59,shopping
2024-07-11,FYKJ83388247235613,132.33,groceries
2024-11-01,SSQM01007695313271,1237.13,dining
2024-01-27,XQSE17132052766749,1814.48,home_improvement
2024-05-28,YXHZ14019877222378,1983.94,donations
2024-10-19,RPOD19532934862238,247.87,home_improvement
2024-08-29,LEXV86112983450589,1209.12,entertainment
2024-01-04,FUKT83243052540605,1798.13,home_improvement
2024-02-04,UPXD94970893809309,987.14,insurance
2024-01-25,CBRV96055523699230,1359.63,entertainment
2024-09-17,WQYU10113383292460,104.64,insurance
2024-12-04,ACPM67026313535788,1293.72,misc
2024-05-11,MVSN01523281361143,678.04,groceries
2024-07-13,ZMMU82960144266978,1580.59,transportation
2024-11-14,XBWJ51977547707876,215.46,entertainment
2024-07-15,VPQT96581075618348,251.75,health_and_fitness
2024-11-17,PGRU68093673132598,489.14,dining
2024-05-05,MKPV44073698657891,113.46,insurance
2024-09-20,VCCS44450854841227,1070.68,business
2024-04-01,KIZB01666196181933,1104.35,transportation
2024-12-07,XYUE73830120657943,1770.68,dining
2024-10-09,KJBW68635093849298,967.05,home_improvement
2024-12-09,FWTW85067656885879,804.32,business
2024-03-01,CBLM79249149435246,362.07,dining
2024-11-15,KOLT99181337903707,696.89,education
2024-06-06,RMCQ81512796985601,668.79,travel
2024-11-07,UZQK46302364426028,1459.56,travel
2024-09-17,NHSX90870853730431,115.98,groceries
2024-05-07,UTSH64597176361519,847.13,shopping
2023-12-27,MZVP84390383135209,1433.55,business
2024-05-21,UALZ55571153058843,979.18,insurance
2024-01-11,FVOY12683400775862,159.24,dining
2024-01-22,WUNU59563953351407,782.22,groceries
2024-10-14,MGDV95474588950194,1262.97,entertainment
2024-05-31,GOUM35204022811422,872.02,insurance
2024-09-10,FOHW56833699495105,45.89,business
2024-01-14,SOZI61989767408682,181.97,utilities
2024-07-23,QGCB64744505961606,1135.76,shopping
2024-07-12,MBUH14745678874472,771.73,transportation
2024-01-08,RFGH67669382539704,1012.89,dining
2024-02-22,IDXQ14424917488158,734.74,misc
2024-06-11,SFWQ51044412530716,1298.67,subscriptions
2024-10-07,IQPE22904288800276,437.38,donations
2024-03-11,QMQG85494648365001,476.23,groceries
2024-07-21,TVJI32993577631486,1676.49,travel
2024-02-23,ENIQ76189387286295,1142.52,health_and_fitness
2024-11-22,QGEX88127195245351,596.64,travel
2024-04-09,LQWP00236139814547,1999.52,groceries
2024-02-13,OBBQ41045497043007,765.41,donations
2024-12-02,ABRJ96675126977869,1381.04,education
2024-10-15,DMEQ72991822879814,1813.56,entertainment
2024-01-06,MJXC96987862102975,1933.4,health_and_fitness
2024-08-10,MVHT74450720714441,507.9,utilities
2024-08-03,RXWO25849061180119,652.45,health_and_fitness
2024-01-07,IPFT68467665762563,560.51,education
2024-04-20,RCXM41007746043669,1390.74,insurance
2024-10-09,DBYR96700768096455,1066.07,entertainment
2024-03-24,ZXHZ84530167981009,1437.13,insurance
2024-01-14,OHYL35618652903269,1526.24,utilities
2024-05-12,VOJH15941381168735,1605.6,subscriptions
2024-10-20,MLVH41310446682958,244.82,entertainment
2024-08-26,DQKF52640680169414,1094.32,shopping
2024-08-28,MKLF78912911588481,853.1,transportation
2024-03-12,SBOS35114662280697,1716.84,entertainment
2024-12-08,JSRP42354665867975,127.17,donations
2024-08-31,RDYV16001041378616,254.24,misc
2024-05-01,EKVM01459447547265,38.71,entertainment
2024-02-18,FUQL73523318884490,285.79,donations
2024-12-11,HEMY26089278698432,1355.09,donations
2024-03-10,FPKW27827252590649,282.35,health_and_fitness
2024-12-09,BKJK10644379238189,1877.86,business
2024-01-07,SJME26672864341973,1927.84,dining
2024-01-27,MGCG25189362204148,1127.45,dining
2024-10-29,RUGC77679067825527,1731.06,groceries
2024-04-09,OYPO13161773115144,859.5,donations
2024-09-11,VQWI15910110537920,438.24,transportation
2024-10-04,GLAK49774419693933,674.3,groceries
2024-09-12,LJQB40800988054959,549.08,home_improvement
2024-08-16,ZKGM20731910435322,1629.35,donations
2024-09-18,QQFW58775037942265,357.63,home_improvement
2024-07-21,GCQZ38491593018809,713.53,entertainment
2024-03-16,ZDEP61741308930445,1506.92,travel
2024-10-10,EMRU45334246708089,146.37,groceries
2024-10-28,SYPO36151774833861,1371.74,entertainment
2024-04-26,PPSO66507881379258,156.51,home_improvement
2024-06-16,SEKO04458868294753,1028.38,transportation
2024-10-26,TYEW16685302941773,1033.56,entertainment
2024-07-26,BDJI33015425458719,1801.62,shopping
2024-05-15,JJAF92525716025290,576.63,travel
2024-05-11,YFSZ16770054489171,116.11,travel
2023-12-28,KICV26250174607814,980.14,home_improvement
2024-09-22,KZWA72794039458259,1826.62,entertainment
2024-11-01,INDM95357699325094,229.14,utilities
2024-02-12,VAPL43417028215651,430.71,business
2024-09-30,LZXQ14520174907221,1634.2,education
2024-01-04,GJNB91876847975663,1794.31,health_and_fitness
2024-01-21,ZTJG09849586964594,127.39,health_and_fitness
2024-03-31,OUOW71450824837419,82.39,transportation
2024-04-29,JMJB06017126459308,1916.97,home_improvement
2024-02-25,OFOQ17219224295637,1443.65,education
2024-06-23,NDRO97183645372026,993.74,transportation
2024-11-15,OHHH99951398396703,1680.26,home_improvement
2024-11-29,NHJW46880844066220,1954.73,insurance
2024-02-19,SVKY90120458133227,1179.86,travel
2024-01-02,PGAN19591159503181,1339.97,subscriptions
2024-01-29,WAJW68737485021346,1357.92,travel
2024-03-12,UFFI66585379472067,1154.69,home_improvement
2024-05-01,RJCE63221471561665,1442.89,education
2024-10-24,YAVV30577240241581,1526.89,transportation
2024-09-26,SVZM75060256842617,339.89,dining
2023-12-26,UFLX32674081062696,634.75,subscriptions
2024-02-24,SZTT88818648866833,1847.95,entertainment
2024-07-08,BEOT78185982942739,905.99,subscriptions
2024-11-13,VRLD21598860135684,1746.61,business
2024-09-29,RZYA36233002690200,603.64,travel
2024-07-01,PHLG38920522990296,683.93,home_improvement
2024-12-01,ETIE52233876387546,1604.3,health_and_fitness
2024-09-11,EIKC72645158407683,1085.8,shopping
2024-08-08,OORZ64505410128760,1212.3,donations
2024-03-29,PVAE15975608641663,999.77,dining
2024-08-23,BTLS66366092680424,1714.57,business
2024-08-16,QFJD28257601811755,1810.04,dining
2024-11-15,HCYF81334159293117,1303.45,subscriptions
2024-09-04,KMBE65733411972243,1698.81,travel
2024-09-18,VHGE03794865888941,892.55,home_improvement
2024-05-05,EYFC09662428500016,1707.01,transportation
2024-09-15,RSSM15859355023344,1573.3,entertainment
2024-08-22,JTYE07542228805468,1479.5,subscriptions
2024-07-20,WHOK02930440326926,1776.41,insurance
2024-11-26,JKGO90706953378499,1044.77,groceries
2024-01-19,MWZD98177756522413,696.56,shopping
2024-02-08,OATH34500828944212,1298.89,insurance
2024-06-01,YLGT78908659506067,321.96,misc
2024-02-14,WCYJ70212440395959,1808.8,business
2024-10-30,GVLS63592281057029,1663.01,groceries
2024-02-12,ZIJB50078391064151,358.61,health_and_fitness
2024-08-24,OAQU60459652612683,1932.5,shopping
2024-04-23,TEFF00849860162703,291.17,groceries
2024-07-14,CSPX41773432953699,586.27,business
2024-05-11,MNIM67228803577319,1850.39,shopping
2024-04-28,JFWB29873200402228,1256.32,health_and_fitness
2024-08-11,TZYM20139325309657,897.43,dining
2024-06-19,VVZH74966024911002,1684.44,dining
2024-01-22,TPZA85616851258406,922.4,misc
2024-12-09,KZMQ04995012210860,1403.49,health_and_fitness
2024-10-23,ARVV51722422431109,456.46,education
2024-10-31,PHLM50534648172600,146.12,utilities
2024-12-05,WNJP82951149114188,994.85,insurance
2024-03-31,ZTLN54545801011819,171.94,business
2024-01-28,TKMC77048177843327,352.44,entertainment
2024-07-16,NSAA85045488836018,1646.21,travel
2024-01-07,KLWF82821731030822,1300.72,business
2024-06-26,BHTT08548965015157,1008.16,education
2024-08-24,YIUN16739030232188,1677.48,travel
2024-06-20,WUCO16310349725331,216.16,misc
2024-08-27,KKMT92782688702266,38.39,education
2024-02-16,YBMR08754899854204,1221.14,business
2024-01-25,OGFD44851283993581,1977.2,travel
2024-11-04,TAMC65009688441936,1411.7,transportation
2024-06-30,TDJY26944461349664,1341.67,groceries
2024-04-19,UGLN30412518380999,1983.66,shopping
2024-07-02,EJYF81985196888411,1635.48,misc
2024-04-25,JFWX87617281648426,905.33,business
2024-10-18,BOWD93164710306241,222.72,home_improvement
2024-05-30,BZWL84458606222514,792.07,transportation
2024-03-06,FHRQ66316001379366,1989.8,education
2024-12-06,PTSN38732956796561,1897.34,groceries
2024-05-12,TPCV53965049729818,115.74,home_improvement
2024-06-11,QDBS70614008243811,1813.66,insurance
2024-03-30,JUMJ42151335586496,1817.71,shopping
2024-10-09,UWVZ29492747563833,580.38,insurance
2024-02-07,NPJU39730146666272,322.99,subscriptions
2024-03-24,OLVX33968853039427,1784.39,transportation
2024-06-01,RZCG04989838643361,1804.51,utilities
2024-04-15,IIUB42603666316769,1102.57,education
2024-12-09,ELKH66472079708688,1478.38,donations
2024-01-30,THVG77189341480696,824.14,insurance
2024-11-04,HXBV46112569827771,588.05,insurance
2024-03-09,HJVE18457581983688,824.57,insurance
2024-10-07,GHVA58407666302581,625.48,misc
2024-10-23,MUPN94657082496021,539.69,utilities
2024-02-20,XLXL49915457985623,180.93,transportation
2024-05-05,XRWU58821632242111,973.99,dining
2024-02-23,CGUY10901384776754,318.1,groceries
2024-06-13,JPVH62320843403487,948.88,misc
2024-09-25,AMSN77194935422606,825.3,misc
2024-05-14,FZEZ08819065871548,225.45,dining
2024-02-07,BQRA37261804335905,7.38,education
2024-02-13,GNDF41417476515778,753.21,insurance
2024-09-03,MDBU06305711653316,1373.19,health_and_fitness
2024-04-20,YLFZ22877233994744,1385.95,health_and_fitness
2024-05-22,CDNC86573145364290,751.54,home_improvement
2024-05-25,EZZK52621854904496,957.97,shopping
2024-07-25,RYHP62116525707521,904.82,dining
2024-02-18,UGPR56719262402354,956.89,transportation
2024-03-09,NUNZ97121185870237,468.69,business
2024-03-27,WONF34844916685091,1694.34,groceries
2024-09-27,ZHTZ23542266616182,149.75,entertainment
2024-03-10,AFUL51871625601563,1824.66,health_and_fitness
2024-01-19,QOFZ77912847280750,1411.93,education
2024-05-13,BLNP85650483029652,1527.49,dining
2024-11-16,EUYI64381087512597,200.6,dining
2024-12-20,QJOA69341248445190,906.08,business
2024-05-28,TUEH34410062624284,1799.37,misc
2024-11-01,SSBJ87583163694512,830.1,transportation
2024-10-09,KKHQ23351486121392,185.68,misc
2024-03-15,JMOK94987822852757,1240.31,travel
2024-02-28,GWAH32344755460225,890.25,dining
2024-06-08,OCHF25071019736711,511.06,utilities
2024-10-26,GISS59247799573034,1881.75,insurance
2024-07-25,UNHV77468835172360,567.75,insurance
2023-12-31,KCFT00703018084632,467.17,entertainment
2024-03-13,KHSO77280434885759,1906.76,donations
2024-11-17,BIXS88652606209319,1814.86,groceries
2024-05-14,DCPL55245275729859,1804.48,donations
2024-03-27,EGQI59123423857887,1186.23,travel
2023-12-26,SKUD36877873079887,1667.43,shopping
2024-10-08,VXZX13724648556154,248.74,transportation
2024-05-07,ZZOI78268599757711,1329.51,home_improvement
2024-07-23,MRTH87005483011703,793.61,groceries
2024-12-02,DGAI53421631629997,1355.2,travel
2024-02-15,SYHN15272432279313,1169.36,dining
2024-08-27,RBPE20882276692725,501.42,entertainment
2024-06-25,CMEM36527284184262,1299.73,subscriptions
2024-04-03,CZWK93605330432746,824.29,travel
2024-04-13,YLOW62957836313464,801.15,subscriptions
2024-08-31,AXQT91208992973639,140.02,utilities
2024-11-06,RXJO58747757830101,409.58,dining
2024-04-18,OLCV12731593888367,1011.61,travel
2024-07-31,BTQY79677693519569,465.87,transportation
2024-06-22,WLHR12105111454236,823.34,travel
2024-06-19,CILL81284091645437,1747.25,travel
2024-12-19,SBNQ20380608957341,1874.09,misc
2024-02-24,WUWV92497776827935,1517.24,transportation
2024-11-25,EMMZ18548334927310,596.74,dining
2024-07-27,VQJH63311485778434,708.74,insurance
2024-02-29,IJPM50210273670769,876.29,shopping
2024-12-11,XPHA79626632908165,1145.41,utilities
2024-07-15,FPSI51728536836815,687.54,home_improvement
2024-11-13,LHAA93355951949381,1696.67,dining
2024-06-27,SWDI33450635469388,434.59,insurance
2024-01-30,KFPI82203391754342,398.58,health_and_fitness
2024-05-04,PVBD26204022458904,1380.28,home_improvement
2024-10-03,IENZ31309224929581,1350.19,shopping
2024-02-04,FCKC49377364543288,53.51,transportation
2024-04-04,BLMF00108829847433,330.03,entertainment
2024-06-23,BBFS55060781313508,806.99,entertainment
2024-04-29,GKAW07342629889487,372.12,health_and_fitness
2024-11-03,RAXT92465730604153,456.23,entertainment
2024-06-24,DZJF98688963967802,612.52,entertainment
2024-06-09,HFLG12411597811734,1689.52,groceries
2024-02-24,EYZN32144755955561,1101.94,dining
2024-02-02,KSBO55741623069234,999.74,utilities
2024-04-15,OAFW79953863750384,1109.34,business
2024-07-30,BHHZ48362017374967,736.61,entertainment
2024-12-05,QDNC80396380452795,1422.55,donations
2024-12-01,WRJD93409446449007,1719.37,home_improvement
2024-05-16,EIVA04038234191563,1836.39,education
2024-08-12,RJZA77214022413734,581.5,business
2024-09-14,CMOB87219698599879,545.16,education
2024-10-06,IXIU36926769554557,1309.67,subscriptions
2024-07-22,GSTT21498569827192,804.92,entertainment
2024-07-02,KOGM71189342086664,991.68,home_improvement
2024-03-26,RIHY62282146676519,1038.28,transportation
2024-08-08,VPSQ06657460371832,597.94,home_improvement
2024-11-12,HKCS08781675244287,664.89,transportation
2024-04-17,QCRX06813252423217,719.39,travel
2024-07-18,LJNW16446846592445,1004.89,transportation
2024-04-05,AGPD49703694200964,115.29,donations
2024-06-20,ZQHX28482386179468,806.82,donations
2024-08-06,EPKD12391867752155,1482.16,insurance
2024-10-18,RFLG54478439696212,535.18,shopping
2024-11-09,FVEW80525940772525,1619.99,home_improvement
2024-06-01,NIYC42698829513761,1929.22,transportation
2024-03-19,QHNX81130635531084,878.4,transportation
